sort,study,ref,source,species,taxon,thermy,growth,climate_pop,climate_sp,breeding,dispersal,migration,mating,parenting,SSD,ageclass,trait,unit,direction,category,background,Mean_M,SD_M,M_n,Mean_F,SD_F,F_n,behavioural categories,Dependency temporal level,Dependency individual level,Dependency behaviour,notes,include_1,reason for exclusion,include_2
443,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,6.62,3.81,28,6.32,2.69,29,NA,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: experienced",1,,1
444,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,8.85,4.97,22,1.93,4.56,23,NA,0,3,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: experienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: experienced",1,,1
445,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,7.64,3.24,22,6.97,3.87,24,NA,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early incubation stage: unexperienced",1,,1
446,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,6.44,3.7,25,6.36,3.14,24,NA,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, mid incubation stage: unexperienced",1,,1
447,A479,"Riechert, J; Chastel, O; Becker, PH",10.1086/675682,Sterna hirundo,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,7.72,3.05,19,5.6,2.01,24,NA,0,4,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,1
448,A496,"Schmid, B; Chastel, O; Jenni, L",10.1016/j.ygcen.2011.07.012,Upupa epops,bird,,,,,iteroparous,,,social monogamy,both,,,Prolactin: baseline,ng/ml,high values = slow,physiology,wild,99.11,32.45,47,145.97,55.95,73,NA,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,1
449,A496,"Schmid, B; Chastel, O; Jenni, L",10.1016/j.ygcen.2011.07.012,Upupa epops,bird,,,,,iteroparous,,,social monogamy,both,,,Prolactin: stress,ng/ml,high values = slow,physiology,wild,31.93,14.81,47,58.47,28.42,73,NA,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced, PHYSIOLOGY IN TEXT &  FIGURES, early chick stage: unexperienced",1,,0
450,A497,"Schmid, B; Tam-Dafond, L; Jenni-Eiermann, S; Arlettaz, R; Schaub, M; Jenni, L",10.1007/s00442-013-2598-7,Upupa epops,bird,,,,,iteroparous,,,social monogamy,both,,,Corticosterone,ng/ml,high values = slow,physiology,wild,30.27,18.23,123,25.53,17.22,175,NA,0,0,NA,"PHYSIOLOGY IN FIGURESPHYSIOLOGY IN FIGURES, ",1,,1
451,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,,,,,iteroparous,,,promiscuity,male,,,plasma cortisol,ng/ml,slow,physiology,wild,19.13,7.31,NA,10.69,27,NA,NA,,,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 1: baseline, PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 1: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
452,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,,,,,iteroparous,,,promiscuity,male,,,plasma cortisol,ng/ml,slow,physiology,wild,76.5,7.88,NA,76.5,30.38,NA,NA,,,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 1: stressed, PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 1: stressed",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
453,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,,,,,iteroparous,,,promiscuity,male,,,plasma cortisol,ng/ml,slow,physiology,wild,9.56,11.81,NA,6.75,12.94,NA,NA,,,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 2: baseline, PHYSIOLOGY IN FIGURES (also gene-expression data, habitat 2: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
454,A502,"Schrandt, MN; Lema, SC",10.3354/meps09411,Stegastes partitus,fish,,,,,iteroparous,,,promiscuity,male,,,plasma cortisol,ng/ml,slow,physiology,wild,94.5,10.69,NA,145.69,14.06,NA,NA,,,NA,"PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 2: stressed, PHYSIOLOGY IN FIGURES (also gene-expression data, Habitat 2: stressed",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
455,A506,"Schwartz, TS; Bronikowski, AM",10.1111/j.1365-294X.2012.05750.x,Thamnophis elegans,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"model estimates, model estimates",0
456,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"mass index, mass index",0
457,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"mass index, mass index",0
458,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"mass index, mass index",0
459,A527,"Stephenson, JF; van Oosterhout, C; Cable, J",10.1098/rsbl.2015.0806,Poecilia reticulata,fish,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"mass index, mass index",0
460,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,time spend in the water surface (investment in mating or bodness?),s,high values = fast,behavior,wild,105,121.12,21,30,55.63,21,boldness,0,1,1,"BEHAVIOR AND PHYSIOLOGY IN FIGUREBEHAVIOR AND PHYSIOLOGY IN FIGURE, ",1,,1
461,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,time spend active,s,high values = fast,behavior,wild,18.55,16.18,21,35.51,21.86,21,boldness,0,1,1,"BEHAVIOR AND PHYSIOLOGY IN FIGUREBEHAVIOR AND PHYSIOLOGY IN FIGURE, ",1,,1
462,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,slow,physiology,wild,31.87,4.19,NA,49.89,13.84,NA,NA,,,,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: baseline",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
463,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,slow,physiology,wild,6.12,2.58,NA,14.81,4.83,NA,NA,,,,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during pre-breeding migration: stress",0,"remove: no sample size -> cannot do SDs, remove: no sample size -> cannot do SDs",0
464,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,high values = slow,physiology,wild,33.16,11.7,10,14.65,15.78,10,NA,1,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: baseline",1,,1
465,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,high values = slow,physiology,wild,4.67,11.19,10,13.68,11.7,10,NA,1,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, high competition: stress",1,,1
466,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,high values = slow,physiology,wild,34.12,11.85,8,15.13,12.76,8,NA,2,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: baseline, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: baseline",1,,1
467,A533,"Swierk, L; Graham, SP; Langkilde, T",10.1007/s00265-014-1784-x,Lithobates sylvaticus,amphibian,,,,,iteroparous,,,promiscuity,none,,,Corticosterone,ng/ml,high values = slow,physiology,wild,2.9,6.82,8,33.56,23.22,8,NA,2,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: stress, BEHAVIOR AND PHYSIOLOGY IN FIGURE, during breeding, low competition: stress",1,,1
468,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,,,,,iteroparous,,,social monogamy,both,,,prolactin,ng/ml,high values = slow,physiology,wild,139.5,30.7,27,239.5,36.3,22,NA,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,1
469,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,,,,,iteroparous,,,social monogamy,both,,,prolactin after 30 minutes,ng/ml,high values = slow,physiology,wild,90.9,24.7,27,169.4,32.1,22,NA,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,0
470,A534,"Tartu, S; Angelier, F; Wingfield, JC; Bustamante, P; Labadie, P; Budzinski, H; Weimerskirch, H; Bustnes, JO; Chastel, O",10.1016/j.scitotenv.2014.10.008,Pagodroma nivea,bird,,,,,iteroparous,,,social monogamy,both,,,prolacting in stress,ng/ml,high values = slow,physiology,wild,83.4,24,27,165.4,30.8,22,NA,1,1,NA,"PHYSIOLOGY IN TEXT &  FIGURESPHYSIOLOGY IN TEXT &  FIGURES, ",1,,0
471,A535,"Tartu, S; Gabrielsen, GW; Blevin, P; Ellis, H; Bustnes, JO; Herzke, D; Chastel, O",10.1021/es503297n,Rissa tridactyla,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
472,A537,"Tarwater, CE; Brawn, JD",10.1007/s00265-008-0574-8,Thamnophilus atrinucha,bird,,,,,iteroparous,,,social monogamy,both,,,Provisioning behaviour,visits/h/offspring,high values = slow,behavior,wild,1.02,0.38,16,0.91,0.4,16,parenting,0,1,1,"LIFE-HISTORY IN TEXT AND FIGURE, during nestling period, LIFE-HISTORY IN TEXT AND FIGURE, during nestling period",1,,1
473,A537,"Tarwater, CE; Brawn, JD",10.1007/s00265-008-0574-8,Thamnophilus atrinucha,bird,,,,,iteroparous,,,social monogamy,both,,,Provisioning behaviour,visits/h/offspring,high values = slow,behavior,wild,2.87,1.55,25,2.71,1.2,25,parenting,0,1,1,"LIFE-HISTORY IN TEXT AND FIGURE, during post-fledging period, LIFE-HISTORY IN TEXT AND FIGURE, during post-fledging period",1,,1
474,A538,"Taylor, EN; Denardo, DF",10.1002/jez.a.189,Crotalus atrox,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"Size and body mass, Size and body mass",0
475,A538,"Taylor, EN; Denardo, DF",10.1002/jez.a.189,Crotalus atrox,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"Size and body mass, Size and body mass",0
476,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,,,,,iteroparous,,,social monogamy,both,,,Androgen levels,pg/ml,high values = fast,physiology,wild,393.77,180.49,13,330.8,192.38,21,NA,0,1,NA,"PHYSIOLOGY IN FIGURES, mid winter: adult, PHYSIOLOGY IN FIGURES, mid winter: adult",1,,1
477,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,,,,,iteroparous,,,social monogamy,both,,,Androgen levels,pg/ml,high values = fast,physiology,wild,690.89,476.6,20,288.81,125.79,21,NA,0,1,NA,"PHYSIOLOGY IN FIGURES, late winter: adult, PHYSIOLOGY IN FIGURES, late winter: adult",1,,1
478,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,,,,,iteroparous,,,social monogamy,both,,,Androgen levels,pg/ml,high values = fast,physiology,wild,417.99,226.08,16,340.48,259.01,21,NA,0,2,NA,"PHYSIOLOGY IN FIGURES, mid winter: young, PHYSIOLOGY IN FIGURES, mid winter: young",1,,1
479,A550,"Tonra, CM; Marra, PP; Holberton, RL",10.1016/j.yhbeh.2013.10.004,Setophaga ruticilla,bird,,,,,iteroparous,,,social monogamy,both,,,Androgen levels,pg/ml,high values = fast,physiology,wild,522.95,309.7,19,292.04,189.12,38,NA,0,2,NA,"PHYSIOLOGY IN FIGURES, late winter: young, PHYSIOLOGY IN FIGURES, late winter: young",1,,1
480,A551,"Toomey, MB; Butler, MW; McGraw, KJ",10.1242/jeb.041004,Carpodacus mexicanus,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"Anja did this, Anja did this",0
481,A562,"Verrier, D; Groscolas, R; Guinet, C; Arnould, JPY",10.1111/j.1365-2435.2010.01823.x,Arctocephalus tropicalis,mammal,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"No sex-specific mean values given, No sex-specific mean values given",0
482,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,Oxidative burst (proxy for immune defence:higher better),reflectance,high values = slow,physiology,wild,29394,6946,10,26130,7364,9,NA,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
483,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,Oxidative burst (proxy for immune defence:higher better),reflectance,high values = slow,physiology,wild,18401,7019,10,20211,5659,10,NA,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
484,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,spleen SOD (antioxidant damage protection: higher better),units/mg,high values = slow,physiology,wild,11.88,1.23,3,14.52,3.83,7,NA,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
485,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,spleen SOD (antioxidant damage protection: higher better),units/mg,high values = slow,physiology,wild,11.75,4.13,8,13.54,4.52,8,NA,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
486,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,spleen tGSH (antioxidant damage protection: higher better),nmol/g,high values = slow,physiology,wild,62.24,35.38,9,44.7,40.21,9,NA,0,1,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 1",1,,1
487,A569,"Visse, M; Sild, E; Kesler, M; Saks, L; Horak, P",10.1080/10236244.2015.1035536,Salmo salar,fish,,,,,iteroparous,,,polyandry,none,,,spleen tGSH (antioxidant damage protection: higher better),nmol/g,high values = slow,physiology,wild,89.05,51.37,9,64.51,37.99,10,NA,0,2,NA,"MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2, MASSIVE AMOUNT OF TRAITS IN A TABLE, population 2",1,,1
488,A573,"Wegmann, M; Voegeli, B; Richner, H",10.1016/j.physbeh.2015.01.017,Parus major,bird,,,,,iteroparous,,,social monogamy,both,,,Antioxidant capacity (higher better),absorbance,high values = slow,physiology,wild,160.4,26.5,28,65.7,16.2,33,NA,0,0,NA,"PHYSIOLOGY IN FIGURES, control brood size, PHYSIOLOGY IN FIGURES, control brood size",0,"error type not known, ",0
489,A573,"Wegmann, M; Voegeli, B; Richner, H",10.1016/j.physbeh.2015.01.017,Parus major,bird,,,,,iteroparous,,,social monogamy,both,,,Antioxidant capacity (higher better),absorbance,high values = slow,physiology,wild,103.2,21.3,28,127.1,18.7,34,NA,0,0,NA,"PHYSIOLOGY IN FIGURES, enlarged brood size, PHYSIOLOGY IN FIGURES, enlarged brood size",0,"error type not known, ",0
490,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,superoxide dismutate (SOD) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.464,0.07,10,0.522,0.15,10,NA,0,1,NA,"PHYSIOLOGY IN FIGURES, brood size 2, PHYSIOLOGY IN FIGURES, brood size 2",1,,1
491,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,superoxide dismutate (SOD) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.352,0.06,9,0.355,0.06,9,NA,0,2,NA,"PHYSIOLOGY IN FIGURES, brood size 6, PHYSIOLOGY IN FIGURES, brood size 6",1,,1
492,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,glutathione peroxidaze (GPx) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.529,0.2,10,0.56,0.23,10,NA,0,1,NA,"PHYSIOLOGY IN FIGURES, brood size 2, PHYSIOLOGY IN FIGURES, brood size 2",1,,1
493,A579,"Wiersma, P; Selman, C; Speakman, JR; Verhulst, S",10.1098/rsbl.2004.0171,Taeniopygia guttata,bird,,,,,iteroparous,,,social monogamy,both,,,glutathione peroxidaze (GPx) activity: higher better,O2 consumption (ml) per day,high values = slow,physiology,lab,0.455,0.19,9,0.377,0.14,9,NA,0,2,NA,"PHYSIOLOGY IN FIGURES, brood size 6, PHYSIOLOGY IN FIGURES, brood size 6",1,,1
494,A583,"Wikelski, M; Hau, M; Robinson, WD; Wingfield, JC",10.1650/7251,,comparative: seasonality of reproduction in neotropical birds,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"figures from which is is impossible to extract estimates, figures from which is is impossible to extract estimates",0
495,A584,"Wikelski, M; Romero, LM",10.1093/icb/43.3.376,Amblyrhynchus cristatus,reptile,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"Survival rates without error terms, Survival rates without error terms",0
496,A588,"Williams, JB; Munoz-Garcia, A; Ostrowski, S; Tieleman, BI",10.1007/s00360-003-0386-0,canids,mammal,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"MR values for two females and three males, MR values for two females and three males",0
497,A600,"Yli-Renko, M; Vesakoski, O; Pettay, JE",10.1111/eth.12323,Idotea balthica,crab,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"model estimates, model estimates",0
498,A601,"Yoon, J; Ha, HS; Jung, JS; Park, SR",10.2108/zs140178,Ciconia boyciana,bird,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,, ,0,"Anja did this, Anja did this",0
499,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,Handling aggression,category: 0-3,fast,behavior,wild,1.54,NA,81,0.96,NA,88,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 1",0,"no error terms, no error terms",0
500,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,Handling aggression,category: 0-3,fast,behavior,wild,1.82,NA,339,1.58,NA,376,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 2",0,"no error terms, no error terms",0
501,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,Handling aggression,category: 0-3,fast,behavior,wild,1.7,NA,223,1.25,NA,227,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 3",0,"no error terms, no error terms",0
502,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,Handling aggression,category: 0-3,fast,behavior,wild,1.68,NA,282,1.31,NA,303,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 4",0,"no error terms, no error terms",0
503,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,openfield speed,-,fast,behavior,wild,NA,NA,NA,NA,NA,NA,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 1",0,"no error terms, no error terms",0
504,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,openfield speed,cm/s,fast,behavior,wild,15,NA,81,13.09,NA,105,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 2",0,"no error terms, no error terms",0
505,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,openfield speed,cm/s,fast,behavior,wild,13.14,NA,67,11.11,NA,66,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 3",0,"no error terms, no error terms",0
506,A622,Charmantier et al,10.1111/eva.12282,Cyanistes caeruleus,bird,,,,,iteroparous,,,social monogamy,,,,openfield speed,cm/s,fast,behavior,wild,11.69,NA,65,9.84,NA,82,NA,,,,"LOTS OF DIFFERENT TRAITS IN TABLE!, population 4",0,"no error terms, no error terms",0
507,A631,Debecker et al,10.1111/1365-2656.12499,Ischnura spp.,insect,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,, ,0,"model estimates, model estimates",0
508,A637,Downs et al,10.1086/684837,Mus musculus domesticus,mammal,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,, ,0,"model estimates, model estimates",0
509,A640,Finkemeier et al,10.1111/eth.12448,Cavia aperea,mammal,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,,, ,0,"body mass, body mass",0
510,A649,Havenstein et al ,http://dx.doi.org/10.1016/j.bbi.2015.09.018,Glis glis,mammal,,,,,iteroparous,,,promiscuity,female,,,Lymphocyte count,number of cells,high values = slow,physiology,wild,10010,3300,31,9329,1445,17,NA,0,1,NA,"MAINLY IN FIGURES BUT ALSO IN TEXTMAINLY IN FIGURES BUT ALSO IN TEXT, ",1,,1
511,A649,Havenstein et al ,http://dx.doi.org/10.1016/j.bbi.2015.09.018,Glis glis,mammal,,,,,iteroparous,,,promiscuity,female,,,Phagocyte count,number of cells,high values = slow,physiology,wild,2800,850,31,2991,845,17,NA,0,1,NA,"MAINLY IN FIGURES BUT ALSO IN TEXTMAINLY IN FIGURES BUT ALSO IN TEXT, ",1,,1
512,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,Endurance: time to exhaustion,s,high values = slow,physiology,wild,322.94,152.56,12,229.97,152.56,12,NA,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
513,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,Endurance: time to exhaustion,s,high values = slow,physiology,wild,484.4,187.23,12,229.97,187.23,12,NA,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,1
514,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,Endurance: time to exhaustion,s,high values = slow,physiology,wild,841.59,745.79,12,1141.69,745.79,12,NA,0,3,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-high diet",1,,1
515,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,Endurance: time to exhaustion,s,high values = slow,physiology,wild,848.11,429.41,12,1161.26,429.41,12,NA,0,4,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, trained-restricted diet",1,,1
516,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,relative growth,size gain/initial size,high values = fast,development,wild,0.019,0.02,12,0.019,0.02,12,NA,0,1,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-high diet",1,,1
517,A655,Husak et al,10.1111/1365-2435.12653,Anolis carolensis,reptile,,,,,iteroparous,,,polygyny,none,,,relative growth,size gain/initial size,high values = fast,development,wild,0.007,0.02,12,0.002,0.02,12,NA,0,2,NA,"BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet, BEHAVIOR AND PHYSIOLOGY IN FIGURE, not trained-restricted diet",1,,1
